epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
130,0.012838981422215448,0.08142989313688238,0.011456530673889107,0.07929719417680614
131,0.012630686556155691,0.081493503380263,0.011206255152195919,0.07643602471846053
132,0.012499150068337225,0.08051951741597574,0.011279550167724832,0.07526822094951675
133,0.012372306756367144,0.08016676785795009,0.011122106774327005,0.07755146200900567
134,0.01160977459069012,0.07842000461357326,0.011016971031180168,0.07448370328158822
135,0.011545999413954088,0.07787170027260751,0.011930061791777812,0.07727916158287074
136,0.012506050685612558,0.08059061633034441,0.010720137810054929,0.07556788103245798
137,0.010817391252554128,0.07648432314028226,0.009685891934775568,0.07049150833823703
138,0.010935912066838678,0.07646920699996439,0.00991964612418408,0.0805411365600437
139,0.008703263988431142,0.07230627706484188,0.00818600768477761,0.06969029301551563
140,0.008130350713387238,0.06991865781580772,0.008079268761055008,0.06767394802548099
141,0.008171398334566019,0.0703810948213813,0.007745105446181224,0.06982794857763253
142,0.007796182741660191,0.06864525667637049,0.007456169890254053,0.0645044431014522
143,0.008638578517924631,0.07125037806251154,0.009663915603664136,0.0783220483487799
144,0.008550506616247443,0.0718557269678204,0.007641479531753306,0.06685111034058028
145,0.0076129778209790295,0.06717393137233726,0.007333174160665076,0.06523439077703097
146,0.00996339888621938,0.0736442339105069,0.00740903477082574,0.06680042457160958
147,0.007492238087786001,0.06712092157910342,0.007636910461622391,0.0635333519059283
148,0.007646035706219688,0.06776359216526052,0.008490578359130382,0.0641908009455202
149,0.007379230987093364,0.06657000306567319,0.00643364087093157,0.06346203074604904
150,0.007106998040829589,0.06522105926992906,0.007460114643281046,0.06887610555579847
151,0.007053081411974722,0.06531214058188126,0.007053856911695387,0.06571505456353972
152,0.008803548674323201,0.07055480638976398,0.007851817442911524,0.06714324628502964
153,0.00725276877606568,0.06551107965445502,0.0068264041693156,0.06632494180130696
154,0.006811026897411627,0.06341176148208685,0.006263507587362817,0.059571359363448526
155,0.0066405560857254005,0.06261902808400902,0.006253381382967832,0.06102917565189245
156,0.006763040124927451,0.06271707456706184,0.007232169560658365,0.06327475225703003
157,0.006422811983374937,0.06196911834726765,0.007162647732976663,0.06817873277913927
158,0.006635243427378621,0.06368663466008036,0.005372499380390254,0.056780605392879706
159,0.0075534894579018476,0.06526044310024402,0.018465568508204005,0.09235923080701157
160,0.015033083338046186,0.0905190105678721,0.012777264880062263,0.08565291536117227
161,0.009734693493460863,0.07946208918410566,0.008397147282199702,0.07393375186974765
162,0.008247278097622063,0.07314410346785936,0.007625900450667352,0.07053932165245165
163,0.008005737624394348,0.07163501083544463,0.00695235093943364,0.06794202525525704
164,0.007011047851163209,0.06767963585868284,0.006194003986430128,0.06396339683334538
165,0.006692606157854945,0.06530189908222164,0.006593287878996038,0.06681379507768953
166,0.0067461939720721625,0.06524116657240249,0.006338953495142544,0.06272868460725181
167,0.006262938511788314,0.06270642975898047,0.006143664655633479,0.061624554182585264
168,0.006326285520258262,0.06235032573577229,0.005686054348256802,0.058335171906598246
169,0.006007377740322542,0.06071049864226235,0.005898292179980123,0.05712360134498359
170,0.0064068202868526125,0.06191986577867481,0.005709021962844183,0.059355103383133025
171,0.0058941156105499016,0.0593117677136619,0.00537245538981475,0.05653912745308735
172,0.005734681605340337,0.057942455975342644,0.00526316749347505,0.05831898141579672
173,0.0058780626543010915,0.058654789147936426,0.005529357892547223,0.05594982644440361
174,0.007809230704235008,0.06586407397179836,0.006016254744968796,0.06107045942325022
175,0.005980812599561191,0.0600059430383236,0.005032796284738387,0.054370236473254376
176,0.005783563041780804,0.059542581407527335,0.005810004161343775,0.059008337193949933
177,0.0057304758955791565,0.059539851059965655,0.005304448339737402,0.05821025724490383
178,0.005476713062876609,0.05768974537150294,0.005267186755467715,0.056302557594322164
179,0.005605418498906366,0.05667656226696858,0.0072905604468470565,0.05967766051579573
180,0.005542465728303974,0.05646689335998809,0.005018502698960044,0.05231094412170698
181,0.005274320743754183,0.05548801646062111,0.0047712513526855784,0.05308040066213806
182,0.006157570170344576,0.05829859884727728,0.007050718344349898,0.06159876986541821
183,0.0066738201076322725,0.06172718285411249,0.005684085512980882,0.05674938253420101
184,0.005772393342892254,0.05815836998468288,0.005430944009973929,0.05727607200113366
185,0.0054827261183547915,0.05600715663921542,0.004939428600146924,0.05397749533900474
186,0.005377849074570398,0.05531590485037639,0.005366653188165716,0.05689521834721901
187,0.005414570351415317,0.055815914349180665,0.005320538289961899,0.052302650222594296
188,0.00546688727022957,0.055510192960568805,0.004939004819938144,0.05193206254926852
189,0.004950018879004897,0.05295554297425743,0.004668612910933837,0.05004425831549849
190,0.005278439415494942,0.05455673473908636,0.006062581975240516,0.061322879949876875
191,0.011569391743288292,0.07860313118293946,0.010483143877228556,0.0750624755866655
192,0.010683153134230027,0.0750687689070822,0.00895696316953935,0.06720468933370985
193,0.009352348810085218,0.07069323782489702,0.008021264295927087,0.06504176264475522
194,0.007623806486647982,0.06538572486831305,0.007170917077639327,0.06656028279770826
195,0.0066520918007158735,0.06147838269779746,0.005960522196235876,0.05839731624196706
196,0.007303624732327503,0.06391070226344829,0.006423930885575149,0.06123651875983971
197,0.006207745229480254,0.05956424841508763,0.005856395798219499,0.05928473854540161
198,0.00577143854979721,0.0575985974605181,0.006385131114248607,0.05937593170869037
199,0.005830370685520144,0.05785689120297294,0.005809527808015153,0.05925035528819676
200,0.005450403588886318,0.05669860535607454,0.005483593589897197,0.05443129122598481
201,0.005356541856368444,0.05562229000707726,0.00477760802106055,0.052860267157014695
202,0.005164037112943251,0.05490173279953134,0.005461173799154337,0.0565241089973842
203,0.004906001289285548,0.05302336203563777,0.0046619887572758225,0.05328362798468353
204,0.004987385315786105,0.05399583278724748,0.004709138634493788,0.052050595655974134
205,0.004872541226742813,0.053310186544087264,0.0045815948278432285,0.051424201840157224
206,0.004865352915476957,0.053203378677000486,0.004755537310596224,0.050694504659543914
207,0.00496798775707573,0.05332172307959697,0.004996081975314756,0.05219175100035845
208,0.005369402079781067,0.055473200615128615,0.0058321469412852735,0.06015275546410409
209,0.00479449435531487,0.05244047607165209,0.004343352935010721,0.05014564307047918
210,0.004409314486223022,0.04969687308960373,0.0047877617930777,0.053469050596637986
211,0.004562246621183597,0.05060574103054021,0.004966147018057801,0.05367833306417311
212,0.0047177628718056116,0.05012399073360798,0.004618864263975842,0.05221517310747158
213,0.00443204399421709,0.0501926089731667,0.004404401552387094,0.05022134503272249
214,0.0045644323794123975,0.0495685828972658,0.00466074583067719,0.051992707055589726
215,0.004813596257939509,0.05279935231172306,0.005047590180518985,0.05483666226659618
216,0.0047987347374261035,0.05308495742805695,0.00428692607937398,0.050121576497623534
217,0.0048015024766210205,0.05348086699771914,0.0046349679269180955,0.05048673136745903
218,0.004988595791397668,0.052695147515276076,0.004460960786562157,0.04881573696577316
219,0.004181578215564839,0.04851806917016518,0.004341570586811331,0.04958121489300578
220,0.004248240314081894,0.04883065984344166,0.003989817946872803,0.047726455203828615
221,0.004230298541923732,0.04874650198648802,0.004284783343502507,0.04900878208410548
222,0.004150238990811778,0.04820303597885614,0.004009765888618793,0.04866623000713402
223,0.004117965931977131,0.047283747672408255,0.004134172680720598,0.04774829694105469
224,0.004032613931760798,0.04696348294282112,0.004225883036701797,0.048463318054584044
225,0.0038734137030394552,0.046119157301493095,0.003912933626582655,0.04683523134433485
226,0.004183936381986187,0.04767767037461821,0.004212760938800701,0.0483976221209719
227,0.004140215397335594,0.04721118920002459,0.004296507620220282,0.049097362128453705
228,0.00415823362060853,0.04849902233451448,0.004371978324167336,0.05010931811866566
229,0.004014271847977775,0.04727834489418677,0.0036994682927477705,0.04399683589686065
230,0.004108369572252812,0.04763570895917699,0.0036391104062809035,0.043086369731246264
231,0.0038645176938484935,0.04618073631863576,0.003557622548432877,0.044103281330743815
232,0.0036912675700555768,0.04494449726493358,0.003632187764626391,0.04397248267571333
233,0.00380933301207142,0.046120515238320905,0.0037965126638952406,0.04328631357533938
234,0.003971195043747028,0.046220099505378365,0.003598329914256652,0.04342142544983806
235,0.003941322195005146,0.045866195162682054,0.0036576274131520305,0.0458585870870096
236,0.0040145067387763285,0.046991984418008,0.003780529701425058,0.04308902770217644
237,0.007278622489151057,0.054058138282809164,0.00924145552054035,0.06021574573422307
238,0.007272170313908673,0.05778658847344338,0.005573153505662647,0.05599211060629243
239,0.006186918483722359,0.058074764663943804,0.004392927692629605,0.0492001621114237
240,0.004245558671158778,0.04904960844174678,0.0036480998700568366,0.04455698732100269
241,0.0038497206932225263,0.04639505619055091,0.004313640927807432,0.046948862515636375
242,0.00410844428227099,0.046362820945498005,0.004130471855610533,0.04420059026741092
243,0.004048994742972219,0.046533499181999144,0.0034694532676978296,0.04447853689708378
244,0.0036579693561415165,0.044397929759076096,0.0034974232606117418,0.04216958663605653
245,0.0034140462300708053,0.0420570943393077,0.0038453643549900374,0.04609126993869704
246,0.0033615002352397516,0.041822595686496655,0.003253267620602485,0.040439180669590416
247,0.0031326981648625725,0.039756076758940634,0.0034939509038785766,0.042308294635338736
248,0.0032826725543328335,0.04055002044655701,0.003021130176968841,0.03810256948035789
249,0.0028848568861527457,0.037859459169956276,0.0028665438637041044,0.03682953610927802
250,0.0031298631304304348,0.03935351536939249,0.0030836927290986893,0.03892664806293268
251,0.003172701976530344,0.040496980548858204,0.0028833056224606443,0.03641714201015724
252,0.0031708616451954995,0.04051642961798396,0.002825447725012829,0.03811582668263393
253,0.00283551634369541,0.03735368830203561,0.0029678870459735724,0.03726475879524702
254,0.0027742023805957666,0.03760168597149827,0.0027520167392515046,0.03648341630693711
255,0.0031305992686348656,0.03937428109288243,0.0031659267678860008,0.039021211340581084
256,0.002881512150652698,0.03813024601259268,0.0029101063336614613,0.03648078012848123
257,0.002696190925065223,0.03684259804469117,0.0026767588948453376,0.035442025635306164
258,0.0028252172221750727,0.037639042899193,0.0029452377430655447,0.036730028393475354
259,0.002731169752827902,0.03657735671540809,0.002640138207038231,0.0351138063031071
260,0.00274452125201049,0.036359325474307286,0.0027434797657367735,0.03530422700023985
261,0.0026793825854597325,0.03613661870152705,0.0026092021643129622,0.03380632069849735
262,0.002638120158835701,0.03606030348197276,0.0026384528236190353,0.0352964006029417
263,0.003293583829931256,0.0394731066237581,0.0038741586372047737,0.04592571001534648
264,0.0030962437029454755,0.03960544032465793,0.002863509596883935,0.03719770806613264
265,0.002641798673473811,0.036690790715580776,0.0028068247945162456,0.03725753230713403
266,0.0026038309564226283,0.03497735775712693,0.0031323310142213935,0.0395973874169123
267,0.0026852341018457995,0.036064686101744486,0.0027862336359004963,0.03691766330809589
268,0.0024974577945736016,0.03506573828680686,0.0027341408462700474,0.03479346897266647
269,0.0026640767237807307,0.03517919517108804,0.0033508927045521135,0.04205459396120246
270,0.004993029772960414,0.04807731397373371,0.004438343499743706,0.04772860537566706
271,0.0037566898670983737,0.04513153505803298,0.0028929726064262046,0.03821692319999214
272,0.0026071986127351146,0.036386540710674126,0.002723642774704335,0.03758032544278259
273,0.0026018107212060306,0.03655065256257103,0.0030854225979819326,0.03728716400553859
274,0.002446728107151983,0.03455575832002153,0.0026965462837677903,0.036329311686011063
275,0.0024630631846161923,0.03464390179587059,0.002394660402474841,0.033722169397112874
276,0.0024701369740712563,0.03502580118236856,0.0023398790789919766,0.03208372505907794
277,0.002286792289561841,0.032823970821797374,0.0026143786931478365,0.032756971081590834
278,0.0023364084457856474,0.0333083765374857,0.0022716125365950172,0.03398874653558594
279,0.00230205046763673,0.032832631674910726,0.002535739209956353,0.03304116184601246
280,0.0024310878021797894,0.03362847467416739,0.0022315820696841896,0.032549475827605874
281,0.002240144992781293,0.03320190175833265,0.002390250171225856,0.035977283408952225
282,0.0022490606744860284,0.033087492145739215,0.0025249806987524565,0.03524388783817528
283,0.002446209622565329,0.03487157068128711,0.002296329824987758,0.03143822616779825
284,0.002248016795609891,0.03247834563677458,0.0026083383861253,0.03222091916073319
285,0.0020710607283912098,0.03101473470934047,0.002373204188460075,0.031998742040028706
286,0.0020962710126762947,0.03069079833806092,0.002689538651325308,0.03582178848377722
287,0.002387710271360319,0.033981233443286095,0.002123439013566964,0.03132700930374017
288,0.0020336675102745243,0.03073479975208807,0.0020946107706626953,0.030607796669878427
289,0.0019572453980493897,0.030260911431807837,0.001946363968682255,0.029400661417091165
290,0.001886976600141831,0.030118838139431565,0.0021390027763121353,0.031169228179915867
291,0.0019169002260714055,0.029250640742121588,0.0020583486627823687,0.03087885907050965
292,0.0017670814486187285,0.02838445546287215,0.002062257336045002,0.030356825954194692
293,0.0018748154844618484,0.029386027686098735,0.00206272952310722,0.03129455476898172
294,0.001826877658090922,0.028813282595953768,0.0022339817779130785,0.030380164207519364
295,0.002229648633039373,0.032605099011113005,0.002088260204366158,0.029709546807031695
296,0.0018064738770975372,0.029010613861491424,0.002124038990981959,0.0302458847647784
297,0.0016563387232010655,0.027431526960307588,0.0020640491974201177,0.02938760303757118
298,0.0023561191976177644,0.03415942279060655,0.0026400041904899216,0.03598476484089306
299,0.0022288709794342867,0.03294808575438805,0.0020435364412158047,0.031844153194557925
