,RelativeTimeMilliseconds,NBP (Mean),Minute Volume
8,-0.5029280867512497,0.6680773834807122,-0.42649257153338227
9,-0.502789352012071,0.6680773834807122,-0.42649257153338227
10,-0.5026506172728923,0.6680773834807122,-0.42649257153338227
11,-0.5025118825337136,0.6680773834807122,-0.42649257153338227
12,-0.5023731477945349,0.6680773834807122,-0.42649257153338227
13,-0.5022344130553562,0.6680773834807122,-0.31711757153338227
14,-0.5020956783161775,0.6680773834807122,-0.31711757153338227
15,-0.5019569435769988,0.6680773834807122,-0.31711757153338227
16,-0.5018182088378201,0.6680773834807122,-0.31711757153338227
17,-0.5016794740986414,0.6680773834807122,-0.31711757153338227
18,-0.5015407393594628,0.6680773834807122,-0.31711757153338227
19,-0.5014020046202841,0.6680773834807122,-0.31711757153338227
20,-0.5012632698811054,0.6680773834807122,-0.31711757153338227
21,-0.5011245351419267,0.6680773834807122,-0.31711757153338227
22,-0.5009858004027481,0.6680773834807122,-0.31711757153338227
23,-0.5008470656635694,0.6680773834807122,-0.19211757153338227
24,-0.5007083309243907,0.6680773834807122,-0.19211757153338227
25,-0.500569596185212,0.6680773834807122,-0.19211757153338227
26,-0.5004308614460333,0.6680773834807122,-0.19211757153338227
27,-0.5002921267068546,0.6680773834807122,-0.19211757153338227
28,-0.5001533919676759,0.6680773834807122,-0.19211757153338227
29,-0.5000146572284973,0.6680773834807122,-0.19211757153338227
30,-0.4998759224893185,0.6680773834807122,-0.19211757153338227
31,-0.4997371877501398,0.6680773834807122,-0.19211757153338227
32,-0.4995984530109611,0.6680773834807122,-0.19211757153338227
33,-0.4994597182717824,0.6680773834807122,-0.20774257153338227
34,-0.49932098353260373,0.6680773834807122,-0.20774257153338227
35,-0.49918224879342504,0.6680773834807122,-0.20774257153338227
36,-0.49904351405424635,0.6680773834807122,-0.20774257153338227
37,-0.49890477931506766,0.6680773834807122,-0.20774257153338227
38,-0.49876604457588897,0.6680773834807122,-0.20774257153338227
39,-0.49862730983671033,0.6680773834807122,-0.20774257153338227
40,-0.49848857509753164,0.6680773834807122,-0.20774257153338227
41,-0.4943265329221709,0.6680773834807122,-0.39524257153338227
42,-0.4941877981829922,0.6680773834807122,-0.39524257153338227
43,-0.4940490634438135,0.6680773834807122,-0.39524257153338227
44,-0.4939103287046348,0.6680773834807122,-0.39524257153338227
45,-0.49377159396545617,0.6680773834807122,-0.5202425715333823
46,-0.4936328592262775,0.6680773834807122,-0.5202425715333823
47,-0.4934941244870988,0.6680773834807122,-0.5202425715333823
48,-0.4933553897479201,0.6680773834807122,-0.5202425715333823
49,-0.4932166550087414,0.6680773834807122,-0.5202425715333823
50,-0.4930779202695627,0.6680773834807122,-0.5202425715333823
51,-0.492939185530384,0.6680773834807122,-0.5202425715333823
52,-0.4928004507912053,0.6680773834807122,-0.5202425715333823
53,-0.49266171605202663,0.6680773834807122,-0.5202425715333823
54,-0.49252298131284794,0.6680773834807122,-0.5202425715333823
55,-0.49238424657366925,0.6680773834807122,-0.6139925715333823
56,-0.49224551183449056,0.6680773834807122,-0.6139925715333823
57,-0.4900257560076315,0.6680773834807122,-0.4889925715333823
58,-0.4898870212684528,0.6680773834807122,-0.4889925715333823
59,-0.4897482865292741,0.6680773834807122,-0.4889925715333823
60,-0.4896095517900954,0.6680773834807122,-0.44211757153338227
61,-0.4894708170509167,0.6680773834807122,-0.44211757153338227
62,-0.489332082311738,0.6680773834807122,-0.44211757153338227
63,-0.48919334757255933,0.6680773834807122,-0.44211757153338227
64,-0.4890546128333807,0.6680773834807122,-0.44211757153338227
65,-0.488915878094202,0.6680773834807122,-0.44211757153338227
66,-0.4887771433550233,0.6680773834807122,-0.44211757153338227
67,-0.4886384086158446,0.6680773834807122,-0.44211757153338227
68,-0.48849967387666593,0.6680773834807122,-0.44211757153338227
69,-0.48836093913748724,0.6680773834807122,-0.44211757153338227
70,-0.48822220439830855,0.6680773834807122,-0.44211757153338227
71,-0.48808346965912985,0.6680773834807122,-0.30149257153338227
72,-0.48794473491995116,0.6680773834807122,-0.30149257153338227
73,-0.48780600018077247,0.6680773834807122,-0.30149257153338227
74,-0.4876672654415938,0.6680773834807122,-0.30149257153338227
75,-0.4875285307024151,0.6680773834807122,-0.30149257153338227
76,-0.4873897959632364,0.6680773834807122,-0.30149257153338227
77,-0.4872510612240577,0.6680773834807122,-0.30149257153338227
78,-0.487112326484879,0.6680773834807122,-0.30149257153338227
79,-0.4869735917457003,0.6680773834807122,-0.30149257153338227
80,-0.4868348570065216,0.6680773834807122,-0.30149257153338227
81,-0.48669612226734293,0.6680773834807122,-0.19211757153338227
82,-0.48655738752816424,0.6680773834807122,-0.19211757153338227
83,-0.48641865278898555,0.6680773834807122,-0.19211757153338227
84,-0.48627991804980686,0.6680773834807122,-0.19211757153338227
85,-0.48614118331062817,0.6680773834807122,-0.19211757153338227
86,-0.4860024485714495,0.6680773834807122,-0.19211757153338227
87,-0.4858637138322708,0.6680773834807122,-0.19211757153338227
88,-0.4857249790930921,0.6680773834807122,-0.19211757153338227
89,-0.4855862443539134,0.6680773834807122,-0.19211757153338227
90,-0.4854475096147347,0.6680773834807122,-0.19211757153338227
91,-0.485308774875556,0.6680773834807122,-0.12961757153338227
92,-0.4851700401363773,0.6680773834807122,-0.12961757153338227
93,-0.48503130539719863,0.6680773834807122,-0.12961757153338227
94,-0.48489257065801994,0.6680773834807122,-0.12961757153338227
95,-0.48475383591884125,0.6680773834807122,-0.12961757153338227
96,-0.48461510117966256,0.6680773834807122,-0.12961757153338227
97,-0.48447636644048386,0.6680773834807122,-0.12961757153338227
98,-0.48433763170130517,0.6680773834807122,-0.12961757153338227
99,-0.48419889696212653,0.6680773834807122,-0.12961757153338227
100,-0.48406016222294784,0.6680773834807122,-0.12961757153338227
101,-0.48392142748376915,0.6680773834807122,-0.12961757153338227
102,-0.48378269274459046,0.6680773834807122,-0.0671175715333823
103,-0.48364395800541177,0.6680773834807122,-0.0671175715333823
104,-0.4835052232662331,0.6680773834807122,-0.0671175715333823
105,-0.4833664885270544,0.6680773834807122,-0.0671175715333823
106,-0.4832277537878757,0.6680773834807122,-0.0671175715333823
107,-0.483089019048697,0.6680773834807122,-0.0671175715333823
108,-0.4829502843095183,0.6680773834807122,-0.0671175715333823
109,-0.4828115495703396,0.6680773834807122,-0.0671175715333823
110,-0.4826728148311609,0.6680773834807122,-0.0671175715333823
111,-0.48253408009198223,0.6680773834807122,-0.0671175715333823
112,-0.48239534535280354,0.6680773834807122,-0.0671175715333823
113,-0.48225661061362485,0.6680773834807122,-0.0671175715333823
114,-0.48211787587444616,0.6680773834807122,-0.0671175715333823
115,-0.48197914113526746,0.6680773834807122,-0.0671175715333823
116,-0.48184040639608877,0.6680773834807122,-0.0671175715333823
117,-0.4817016716569101,0.6680773834807122,-0.0671175715333823
118,-0.4815629369177314,0.6680773834807122,-0.0671175715333823
119,-0.4814242021785527,0.6680773834807122,-0.0671175715333823
120,-0.481285467439374,0.6680773834807122,-0.0671175715333823
121,-0.4811467327001953,0.6680773834807122,-0.0671175715333823
122,-0.4810079979610166,0.6680773834807122,-0.0671175715333823
123,-0.48086926322183793,0.6680773834807122,-0.0671175715333823
124,-0.48073052848265924,0.6680773834807122,-0.0671175715333823
125,-0.48059179374348054,0.6680773834807122,-0.0671175715333823
126,-0.48045305900430185,0.6680773834807122,-0.0671175715333823
127,-0.48031432426512316,0.6680773834807122,-0.0671175715333823
128,-0.48017558952594447,0.6680773834807122,-0.0671175715333823
129,-0.4800368547867658,0.6680773834807122,-0.0671175715333823
130,-0.4798981200475871,0.6680773834807122,-0.0671175715333823
131,-0.4797593853084084,0.6680773834807122,-0.0671175715333823
132,-0.4796206505692297,0.6680773834807122,-0.0671175715333823
133,-0.47948191583005106,0.6680773834807122,-0.2233675715333823
134,-0.4793431810908724,0.6680773834807122,-0.2233675715333823
135,-0.4792044463516937,0.6680773834807122,-0.2233675715333823
136,-0.479065711612515,0.6680773834807122,-0.2233675715333823
137,-0.4789269768733363,0.6680773834807122,-0.2233675715333823
138,-0.4787882421341576,0.6680773834807122,-0.2233675715333823
139,-0.4786495073949789,0.6680773834807122,-0.2233675715333823
140,-0.4785107726558002,0.6680773834807122,-0.2233675715333823
141,-0.47837203791662153,0.6680773834807122,-0.2233675715333823
142,-0.47823330317744284,0.6680773834807122,-0.2233675715333823
143,-0.47809456843826414,0.6680773834807122,-0.39524257153338227
144,-0.47795583369908545,0.6680773834807122,-0.39524257153338227
145,-0.47781709895990676,0.6680773834807122,-0.39524257153338227
146,-0.47767836422072807,0.6680773834807122,-0.39524257153338227
147,-0.4775396294815494,0.6680773834807122,-0.39524257153338227
148,-0.4774008947423707,0.6680773834807122,-0.39524257153338227
149,-0.477262160003192,0.6680773834807122,-0.39524257153338227
150,-0.4771234252640133,0.6680773834807122,-0.39524257153338227
151,-0.4769846905248346,0.6680773834807122,-0.39524257153338227
152,-0.4768459557856559,0.6680773834807122,-0.39524257153338227
153,-0.4767072210464772,0.6680773834807122,-0.47336757153338227
154,-0.47656848630729853,0.6680773834807122,-0.47336757153338227
155,-0.47642975156811984,0.6680773834807122,-0.47336757153338227
156,-0.47629101682894115,0.6680773834807122,-0.47336757153338227
157,-0.47615228208976246,0.6680773834807122,-0.47336757153338227
158,-0.47601354735058377,0.6680773834807122,-0.47336757153338227
159,-0.4758748126114051,0.6680773834807122,-0.47336757153338227
160,-0.4757360778722264,0.6680773834807122,-0.47336757153338227
161,-0.4755973431330477,0.6680773834807122,-0.47336757153338227
162,-0.475458608393869,0.6680773834807122,-0.47336757153338227
163,-0.4753198736546903,0.6680773834807122,-0.45774257153338227
164,-0.4751811389155116,0.6680773834807122,-0.45774257153338227
165,-0.4750424041763329,0.6680773834807122,-0.45774257153338227
166,-0.47490366943715423,0.6680773834807122,-0.45774257153338227
167,-0.47476493469797554,0.6680773834807122,-0.45774257153338227
168,-0.4746261999587969,0.6680773834807122,-0.45774257153338227
169,-0.4744874652196182,0.6680773834807122,-0.45774257153338227
170,-0.4743487304804395,0.6680773834807122,-0.45774257153338227
171,-0.4742099957412608,0.6680773834807122,-0.45774257153338227
172,-0.47407126100208213,0.6680773834807122,-0.45774257153338227
173,-0.47393252626290344,0.6680773834807122,-0.44211757153338227
174,-0.47379379152372475,0.6680773834807122,-0.44211757153338227
175,-0.47365505678454606,0.6680773834807122,-0.44211757153338227
176,-0.47351632204536737,0.6680773834807122,-0.44211757153338227
177,-0.4733775873061887,0.6680773834807122,-0.44211757153338227
178,-0.47323885256701,0.6680773834807122,-0.44211757153338227
179,-0.4731001178278313,0.6680773834807122,-0.44211757153338227
180,-0.4729613830886526,0.6680773834807122,-0.44211757153338227
181,-0.4728226483494739,0.6680773834807122,-0.44211757153338227
182,-0.4726839136102952,0.6680773834807122,-0.44211757153338227
183,-0.4725451788711165,0.6680773834807122,-0.4108675715333823
184,-0.47240644413193783,0.6680773834807122,-0.4108675715333823
185,-0.47226770939275914,0.6680773834807122,-0.4108675715333823
186,-0.47212897465358045,0.6680773834807122,-0.4108675715333823
187,-0.47199023991440175,0.6680773834807122,-0.4108675715333823
188,-0.47185150517522306,0.6680773834807122,-0.4108675715333823
189,-0.47171277043604437,0.6680773834807122,-0.4108675715333823
190,-0.4715740356968657,0.6680773834807122,-0.4108675715333823
191,-0.471435300957687,0.6680773834807122,-0.4108675715333823
192,-0.4712965662185083,0.6680773834807122,-0.4108675715333823
193,-0.4711578314793296,0.6680773834807122,-0.4108675715333823
206,-0.46935427987000666,-0.06876472178244566,-0.4108675715333823
207,-0.46921554513082797,-0.06876472178244566,-0.4108675715333823
208,-0.4690768103916493,-0.06876472178244566,-0.4108675715333823
209,-0.4689380756524706,-0.06876472178244566,-0.4108675715333823
210,-0.4687993409132919,-0.06876472178244566,-0.4108675715333823
211,-0.4686606061741132,-0.06876472178244566,-0.4108675715333823
212,-0.4685218714349345,-0.06876472178244566,-0.4108675715333823
213,-0.4683831366957558,-0.06876472178244566,-0.4108675715333823
214,-0.4682444019565771,-0.06876472178244566,-0.34836757153338227
215,-0.46810566721739844,-0.06876472178244566,-0.34836757153338227
216,-0.46796693247821974,-0.06876472178244566,-0.34836757153338227
217,-0.46782819773904105,-0.06876472178244566,-0.34836757153338227
218,-0.46768946299986236,-0.06876472178244566,-0.34836757153338227
219,-0.46755072826068367,-0.06876472178244566,-0.34836757153338227
220,-0.467411993521505,-0.06876472178244566,-0.34836757153338227
221,-0.4672732587823263,-0.06876472178244566,-0.34836757153338227
222,-0.4671345240431476,-0.06876472178244566,-0.34836757153338227
223,-0.4669957893039689,-0.06876472178244566,-0.34836757153338227
224,-0.4668570545647902,-0.06876472178244566,-0.31711757153338227
225,-0.4667183198256115,-0.06876472178244566,-0.31711757153338227
